ID,gsl.6mSOh.blup,gsl.1moIM.blup,gsl.S2hBuen.blup,gsl.4mSOb.blup,gsl.1hIM.blup,gsl.8MTO.blup,gsl.new.1.blup,gsl.3boP.blup,gsl.Peen.blup,gsl.3mSOp.blup,gsl.4boP.blup,gsl.R2hBuen.blup,gsl.5boP.blup,gsl.PE.blup,gsl.iBu.blup,gsl.4moIM.blup,gsl.new.2.blup,gsl.XhBz.blup,gsl.7mSh.blup,gsl.IM.blup,gsl.5mSOp.blup,gsl.2hPeen.blup,gsl.7mSOh.blup,gsl.XhPE.blup,gsl.Buen.blup,gsl.8mSOo.blup,gsl.Pren.blup
1_117,-0.0442034070688415,0.048425176562367,-0.0036009082537583,-0.179004093799791,-0.155613744771208,-0.203825760565672,0.489215047596867,-0.0300025568432183,0.267794865126046,-0.149667484302487,-0.0247671570722803,-0.00947450914564118,-0.111803647954462,-0.269202211123989,0.0805082192894018,-0.0209033568197408,0.583454860131431,-0.178928164716279,-0.0932581788650336,-0.100189471165871,0.0466264580446429,0.0767250715729477,0.00203715323439534,-0.059519655741022,0.085501657007221,0.0284067610475085,-0.14977887596149
1_118,0.0407533559637162,-0.042924910711267,-0.0253542253980375,-0.172822016367563,0.102985979907855,0.0207033902867628,-0.250818848348159,0.0260613392173669,-0.0690075639595931,-0.231881999761732,-0.00829922969557959,-0.0209620816549647,-0.0356127427149069,0.311041854661616,-0.0586816468175483,0.0842777451999961,-0.341645256723939,0.192575268842439,0.116339540560115,0.0908467082787332,-0.207896945898307,-0.0303248044261135,0.0324489911187596,0.0498461772258473,-0.0833902160459004,0.0306270416443734,-0.775192842449388
1_119,0.103059055226236,-0.0756311660273487,0.042146698536372,-0.0524074538762344,0.211994478474963,0.157530069014723,-0.452179190737569,0.0152078771271773,-0.0582408350881538,-0.212313375355189,0.0116254846449475,0.0589214684312206,0.0101276753713678,0.384125092836972,-0.0320036676697874,0.134694087602092,-0.309929247911002,0.247774753133374,0.156742973240592,0.173078344822804,-0.099197643436725,0.0245043979077015,0.102035902964918,0.000994319716301213,-0.0291974029492461,0.0396828373181567,-0.75689937060058
1_12,-0.00900376661814191,-0.0138686270890541,-0.0341240300182125,-0.252693071408277,0.20163662175889,-0.315501454286731,-0.641874004318214,0.0630210490351455,-0.143152218372745,-0.0847091776565795,0.00987784883152288,-0.0360233303976716,-0.0768646542179556,0.182074168314624,-0.0446116660746437,-0.108585839695253,-0.716589727993367,0.239166596068611,-0.238673207907824,-0.0312525621672668,-0.225184104221512,0.0215041960773379,-0.0356514806716562,-0.133442359848776,-0.129486269768737,-0.111013647753307,0.292951988094843
1_120,0.108315568828456,0.0623781815118474,0.0475006796730135,-0.301902132650734,0.262778337882951,0.195660130074636,-0.663220028048359,0.04967712368759,-0.000788397290411634,0.0717860405087095,0.0835980349495386,0.0372359493166218,0.0739898110932053,0.189631024449691,-0.00728180873413151,-0.0494792424425459,-0.530730179468294,0.073295485089481,0.144725249579668,0.00380393541501775,-0.171447939257621,0.140263179305788,0.0748819887050303,-0.276327528197094,-0.0976470007884056,0.0488120230834316,0.297399503736359
1_122,0.0916020213723298,0.106564816499188,-0.0680577548151602,-0.0541798368771953,-0.210308876308359,-0.108392660963495,-0.754519974319015,0.0125613186046135,-0.158606934965138,0.0653066912715098,0.0273174091945938,-0.0568821141932087,-0.0103223020590705,0.216972748375054,-0.0867792115620704,-0.187499239755615,-0.447064899117847,0.21135825485124,-0.0176949582829359,0.0172366096151748,-0.0482203719233117,-0.126806518970521,0.0412630761089341,-0.224590882158717,-0.103014373525469,0.0576516859171163,0.293093225889084
1_124,-0.0548455760339447,-0.0139299957349738,0.0453902709294237,0.00675854514363278,-0.241203028215661,-0.125828852323218,0.693190810187397,0.0455243063149391,0.0102675793320474,-0.0735213870810224,0.0163591295436981,0.0547638824196112,-0.00452990702167312,-0.103391653976336,0.0915728143396602,0.0707518805438144,0.650728513791082,-0.0929033013122726,-0.0281443857094928,0.0333305021542897,-0.0354348109890655,0.00381661814009324,-0.0278575013926633,0.0331420339241958,0.121665390037463,-0.0505542306475045,0.0213025888712209
1_125,0.0311055984448788,-0.0411341633863554,-0.0030377590741131,0.126703706368708,-0.0385396431787294,-0.10579760250319,0.686261357948451,-0.0221825792124169,0.245082152208917,-0.166463599530164,-0.0134138725885075,-0.00718559032344385,-0.117130768780302,-0.212248355981955,0.174707288865845,-0.210415925346946,0.729915507080858,-0.125509594913748,-0.0521936331788002,0.0335501091533241,0.125543155284107,0.0499259109590353,0.0470352482903241,0.0513583383095485,0.207374474462954,-0.11425439326578,-0.135200324861824
1_128,0.0513058421533662,-0.0522903902161636,-0.0837112182031803,-0.392881397278689,-0.0822934272454994,0.0488266867423065,-0.556350525836287,0.0214801534681364,-0.158534305522027,0.0165127993638666,0.063660038258276,-0.0931264264217316,-0.00849247523677905,0.1729365507757,-0.179949343843324,-0.0940935685633231,-0.670788009504211,0.029987138730164,-0.0634437340531188,-0.20956356400458,-0.12955721972847,-0.109194100478625,-0.00497603178802533,-0.331307792231705,-0.223758139737379,0.0157177896573113,0.226840426580176
1_129,-0.185562255943818,-0.0152754244521984,-0.203793121416612,-0.499546178867848,-0.0957991848029488,-0.222652140883968,-0.606246186332247,-0.0740142986259262,-0.479162464038994,-0.0195046182671983,0.0127849574193563,-0.231836133241919,0.0263421687291327,0.2210339922122,-0.215895072736577,0.136049287203851,-0.742738353397425,-0.035695913016659,-0.203320329840326,-0.131880820120865,-0.811976097155227,-0.472435055901006,-0.0853591647920024,-0.209169188944516,-0.284578290463816,-0.0969320042657588,0.296596045608929
1_13,-0.00635925829155723,-0.0308609519645072,-0.116754559181849,-0.420618213285448,-0.0676449853694647,-0.13563691038513,-0.584064983848373,-0.125410359658311,-0.239501725288715,-0.135231995892834,-0.0892114737213903,-0.113888910145734,-0.146030275866286,0.128490410915058,-0.186301543619306,-0.183318371302702,-0.691513244616464,-0.0544128452769159,-0.0960093361269031,-0.131939809949103,-0.435739481753501,-0.0688956061599162,-0.0821480052973334,-0.0898918970732074,-0.224614722788243,-0.190813090892944,0.186198195275923
1_131,-0.161598931013545,-0.0122122637610712,-0.173327855723285,-0.598350408279998,-0.206726920203592,-0.219789088311015,-0.608082042907009,-0.015999049867883,-0.582543059289425,0.0649718590093956,-0.0100493050572078,-0.166781894749549,0.0330575430809655,0.239804763762129,-0.292164491904634,-0.00407925488214367,-0.432675246310095,0.175446507485229,-0.184894987763657,-0.131034699556338,-0.542921415286815,-0.345920848231395,-0.165527769268584,-0.280684297153526,-0.275171299430952,-0.171857241239319,0.318196156973732
1_133,0.0260629913904733,-0.0880941072212131,-0.00340070192694673,-0.151905755378688,0.166590599131963,-0.0180484524722597,-0.418211503434519,0.0102171669641475,-0.130403705923787,-0.254509216484987,0.000406320696428881,-0.0139970883312354,-0.0184819051591903,0.293072699683792,-0.0114252068493821,0.0802301077441566,-0.242867263984443,0.102723276387335,0.0291860986314766,0.131966933894884,-0.154803553785106,-0.0924479406799208,0.100946232943966,-0.0386762632494177,-0.0503408029703314,0.0143968199900736,-0.803378133368924
1_134,0.113697157965071,-0.0321623104382462,-0.00501407398917488,-0.0367291949940325,0.258282715141385,0.0467925733866517,-0.456275513051908,0.0138304687289784,-0.073246412106505,0.0978444006975059,0.094985124990428,0.00631712274536389,0.056051802996067,0.205909886599254,-0.0526467562996236,0.0386083490957809,-0.56286733027198,0.0248859920824867,0.0985550541431284,0.0923776365168346,-0.0844447785773008,-0.0297365525229603,0.0150029094387652,-0.179723449338385,-0.024621881809637,-0.000291695152114843,0.400747160145106
1_137,0.116715276573009,0.11465211594722,0.111674424123311,-0.00235163869778009,0.232996146029052,0.248169661381513,-0.557669290160616,0.12002280778045,0.109845728485066,-0.260759157831345,0.0606080308828037,0.10299405492369,0.0836883218397032,0.270213100104501,0.128849405277373,-0.0374970657335499,-0.254820750769993,0.0610872646792767,0.203546109456692,0.134965080772701,-0.114783266765329,0.0331937318042501,0.150984356446514,-0.0159703420808864,0.0651068293301521,0.198518883357697,-0.72050739087341
1_138,0.247190567297843,-0.107811483394099,0.0243272300031604,-0.13596025078461,0.0560980927001734,0.159057626166165,0.188344375778002,0.140779947684053,0.140423038469165,-0.205298492627352,0.218962075681612,0.0147701105514834,0.161921099110886,-0.281466420182035,-0.0085793306626631,-0.0211522647030326,0.205293976395479,-0.137987004013353,0.223196135512293,0.07354096670632,0.129532529150725,0.209710674299518,0.238918786882314,0.0339708215438511,-0.0496805848208264,0.303552766536135,-0.704647885266293
1_14,-0.0579684938690506,0.0351054894121229,-0.0334501158688072,-0.340166203588872,0.145981424026977,-0.0740612267437103,-0.633253569353375,0.0099859225642961,-0.132152696654782,0.0739981510423169,-0.0575117581625439,-0.0506374113810442,0.0107705550915749,0.217221449264602,-0.150742439206821,-0.0829997401945882,-0.739125239542779,0.186791652602837,0.0115220616614588,-0.0355801500432514,-0.285231242937651,0.0361437826018329,0.00708523279210488,-0.231119224014153,-0.15112434154971,-0.0786892817853812,0.281407193550573
1_141,-0.098024240006514,-0.028673040557101,-0.0359491203935714,-0.311052789671843,0.137061302411966,0.114552724747922,-0.630231879723719,-0.0980212472778874,-0.372111702034298,0.24098224030194,0.0324424536397701,-0.0249053309305223,0.0254895723828931,0.291252242566135,-0.137763024681762,0.10164892009262,-0.574403948752714,0.229323985629959,0.00345661590477468,0.103231910443764,-0.262102167096597,-0.243741992456134,-0.117402800265759,-0.0688124415596693,-0.151372212367063,-0.0874408962862963,0.453741211762367
1_143,0.0308354331732673,-0.0356811971801901,0.105806533983176,0.154622052432278,0.0210908750610293,-0.0301734850172686,0.592296963311628,0.0305526466860569,0.239485228682023,-0.0657317134132372,0.00429514278183675,0.0871860678589664,-0.0716746186893904,-0.131191007087974,0.094123808258668,-0.147361336876152,0.542909848384647,-0.0391538683848064,-0.100399283648494,0.0423734666683464,0.160046198469901,0.169147449547419,0.0142220807624295,-0.0592062290053154,0.146787075323511,0.0620392252125551,-0.0132549520193003
1_16,-0.0825388200088443,-0.133997362676098,-0.0218290629750493,-0.280141758610531,0.0717982042035273,-0.17649528047702,-0.572877380721751,-0.116327552488282,-0.143948379453771,-0.023763157283357,-0.00482818413426585,-0.0442255049134138,-0.0619233890126192,0.271090642345909,-0.0925303542947189,-0.133311192678027,-0.737364391964891,0.0845884934425248,-0.0813251892638615,-0.0379811056509854,-0.236431101168303,-0.0502596457804764,0.00693195460819308,-0.0770596853468917,-0.154263188017411,-0.0847674648558706,0.286310403232988
1_17,0.0841796745755592,-0.222531870023034,0.0356744851761557,-0.0807537575489312,-0.138610739392693,0.00639685247453322,0.381174677314066,-0.00877926658579059,0.185338889056238,0.101331663530824,-0.0496872353255995,0.0539009178513489,-0.044649614598406,-0.251121070248032,0.156079829052098,-0.077271908337242,0.585048486122538,-0.260622813461016,-0.104710526040905,-0.0353593264714652,0.0778594040182624,0.0968127181269207,0.0354759371686767,-0.0918595989568168,0.12936941166107,0.0447454969817237,-0.048191807010855
1_18,0.0531085326995912,-0.0347599318714745,0.0288780094613837,0.0213887630439779,-0.197574517859402,-0.135562575316497,0.442073379597619,-0.106894049234836,0.127382528115122,0.00433953140054988,-0.0457397806764762,0.0225481675322558,-0.050127367110655,-0.20501447300829,0.0853448208718796,-0.101877460211623,0.533511526196708,-0.160593440258364,-0.113428520696613,0.0123846477332197,0.0831163162275024,0.142628692114883,-0.00203439946151675,-0.1478303176889,0.0918827636075045,0.0198163967175446,-0.0883868146248001
1_19,0.00178630948230967,-0.0262017913761346,0.0816969873940064,0.0712272880081296,-0.0540571422907582,0.198300697554875,0.448878478057566,-0.0798505021365641,0.244152580169846,-0.134376490603966,-0.0283464207643076,0.060258837058387,-0.0385304627440314,-0.255702741464288,0.191456295590276,-0.0156224097085352,0.418261181708417,-0.114551089447359,0.146214511640571,0.0644604721303051,0.0914234660485917,0.171171747547035,-0.00888439665910484,0.076979278871706,0.160818276652363,0.0512559818366284,-0.0170823497297139
1_2,-0.0275215575342323,-0.0448045909504155,0.0505202499162044,0.0390920891518654,0.0134209646815785,-0.0571466751417983,0.280477390531623,0.0472960440745731,0.237547434562075,-0.0729607667425263,0.026497820513134,0.0540138611060524,0.0358790497341299,-0.389324698712152,0.0953865179678511,-0.0729879111067562,0.500440502993349,-0.281034510361099,-0.0580532752226126,-0.0049853528330465,0.0368078515235313,0.110274718907463,-0.058736673759797,-0.035467098074762,0.139176922415425,0.0211575188628336,-0.0504363790864897
1_23,0.119417361111638,-0.00596432475291933,0.100613761217353,0.0317555305439458,-0.083089890031984,-0.087010944099082,0.569413694868155,0.0450581214423106,0.216641071165984,-0.0893957266721984,0.0438860825904435,0.10771362354905,0.0100758061700295,-0.198230783467373,0.0990200019352162,0.200172873792868,0.570194173879716,-0.282754373718875,0.0103230985619301,0.153137971052911,0.247130756778859,0.186206608544388,0.120502779771232,-0.0264472251315297,0.12047329889892,0.0423981256911111,-0.0150881043645594
1_26,-0.0106140700587295,0.140106291283312,0.0728210521851541,-0.0617674402680716,0.0692206395456701,0.160998700874087,0.69444032011954,0.0976815550374735,0.183224367155878,0.0132948390653238,0.0222593070580057,0.0593852494071292,0.115495828200307,-0.21871220265795,0.133446255755633,0.0951589570831608,0.501473879445813,-0.261916476055374,0.12817272622193,0.198139387736119,0.213902396281634,0.111606611056493,-0.0143322868288957,0.140211355912729,0.0828518220790559,0.0228123683126758,-0.0993743341032153
1_27,0.0591181550200114,0.0702836069451843,0.0859434853892184,-0.0775056743388229,0.198278763833342,-0.110346863073469,-0.646196147212332,0.0972303835650394,-0.0910044198138046,0.19657817208407,0.0902753620941805,0.0814114549534115,0.0208005221571099,0.271083282558647,-0.00667312297687233,0.0493803135497963,-0.286060932513661,0.217370912497055,-0.0367352159875393,0.111345580322483,-0.111440887411945,0.0986418854131782,0.092588812609491,-0.0517105246417896,0.00200766974440242,0.0646919240576956,0.443783976985497
1_29,-0.0523273896534578,-0.00705545051739154,0.0934972121624016,0.311290075356202,0.196309286355525,-0.015162317623844,0.542073103082691,-0.0611617521804771,-0.121367869116478,0.164476643051077,-0.056925450144721,0.0801069469489756,0.0496273733164373,-0.319016468955321,0.0659533886286975,-0.0560592285260141,0.562963126889169,-0.0748677868457255,-0.0702306394365856,0.00382290195122066,-0.019674562938999,-0.0827290414936455,-0.0504376285701868,0.295815053592438,0.0542266115442532,-0.0692507025770639,0.0593450180869587
1_3,0.00948894476824849,-0.143147491606811,-0.00597453849144217,-0.0182057752112976,-0.271542730269964,0.0477346962598286,0.353261119166547,0.0151852020621409,0.154325113401494,-0.0781590413234393,-0.0251137645412237,-0.00578741232074221,-0.0356109124931389,-0.227761694658234,0.0789676296208582,-0.137325454040431,0.491011159875135,-0.283441208407788,0.0468878006520744,-0.063202327322733,0.135098856319435,0.0194706956983742,-0.0351329542032235,-0.073377288775959,0.0946979573265842,0.00667608637952632,-0.107032263201963
1_33,-0.222506619465451,-0.0969387743298948,-0.28565203213775,1.0622240246652,-0.326093634466376,0.0668674062346006,-0.462761970111979,-0.126123096028472,-0.766701052773102,0.239466666195339,-0.268118728408407,-0.291815561455914,-0.0703975394257905,0.101290472979142,-0.273913276621465,-0.206496766034932,-0.63469925146342,0.133697458628828,0.104052010070768,-0.168938106273111,-0.0363394723804049,-0.668037166601664,-0.189077718747816,0.759345790720611,-0.280047536064334,-0.0625540948006758,0.202133093621264
1_34,0.125297957379925,-0.210171503526694,-0.132604038499796,0.0125227615423459,0.103274473423606,0.0413026430523648,0.561550490673315,0.0832783047607354,0.193064448978828,-0.169620907942758,0.0644666101982277,-0.104032757191087,0.0468112196620814,-0.31964521874197,0.0521747039710269,0.0983896212836217,0.522555940282058,-0.188694004316188,0.0682109425074323,0.19308723057703,0.200412270487034,-0.0717277918150976,0.160845299879792,-0.232922980173897,0.0973608692861115,0.164201563737309,-0.212113234769743
1_37,0.022347308062247,-0.0211104085982819,0.152967908095272,0.137673317805696,0.218672294732958,-0.0897331905000364,0.619610639491813,0.0583309164900689,0.0294705108306176,-0.034923799600833,0.0722827630582362,0.144699150106969,0.0789747033807566,-0.187697690274681,0.0654780365213522,0.0147898774557314,0.635288413246008,0.00628635116827853,-0.054301488060848,0.0824376292764716,0.0569365545046899,0.0555244889751818,0.00528278592091967,0.233338120536096,0.107267854243307,0.0188783536216362,0.103146105678481
1_38,0.0224628659806918,-0.00164074276469335,0.144596071519524,0.287306969861559,0.287165894934176,0.0849108105227404,0.68524887884724,-0.0462977845280724,0.0340445170447143,0.00346005190566686,0.0683403890710743,0.141042376326182,0.0626765011022635,-0.224987857511864,0.124792179283679,0.0884430122110197,0.684355190857621,-0.16010082801342,0.114043923390415,0.0574062215039881,0.114902193355827,0.0746466307266295,-0.00408731859410855,0.175236153505043,0.124508152125681,0.00909575255920582,0.084021361598614
